monster_id,canonical_name,classification,ai_code,actor_family,server_race,source_actor_file,source_dispatch,delivery_kind,area_type,stationary,attack_interval_ms,runtime_route,shared_test_scope,implementation_acceptance
50,掷斧骷髅,ordinary,8,TDualAxeMonster,87,dev_art_sources/reference/original_gameofmir/M2Server/ObjAxeMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,physical_projectile,,,2500,attackDelivery.physical_projectile,actual_actor:monster_physical_projectile_attack_test (remote/WORLD/epoch),ACTUAL_ACTOR_PASS
52,骷髅战士,ordinary,0,TATMonster,88,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2500,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
54,骷髅战将,elite,0,TATMonster,89,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2300,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
55,骷髅战将0,elite,0,TATMonster,89,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2300,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
56,骷髅精灵,elite,0,TATMonster,89,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2000,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
57,骷髅精灵1,special,0,TATMonster,89,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2000,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
59,骷髅精灵9,version_difference,0,UNRESOLVED,,,,,,,2000,UNRESOLVED_ACTOR_AND_DELIVERY,,PENDING_ACTOR_PROOF
60,粪虫,ordinary,7,TGasAttackMonster,90,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2500,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
62,暗黑战士,ordinary,8,TThornDarkMonster,93,dev_art_sources/reference/original_gameofmir/M2Server/ObjAxeMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2500,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
64,沃玛战士,ordinary,0,TCowMonster,97,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2000,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
66,沃玛勇士,ordinary,0,TCowMonster,97,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2000,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
68,沃玛战将,ordinary,0,TCowMonster,97,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2000,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
70,火焰沃玛,ordinary,10,TMagCowMonster,91,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,special_melee,,,1700,attackDelivery.special_melee,actual_actor:monster_magic_melee_attack_test,PENDING_ACTOR_PROOF
73,沃玛卫士,elite,0,TCowMonster,97,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,1500,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
74,沃玛卫士1,elite,0,TCowMonster,97,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2500,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
75,沃玛卫士2,elite,0,TCowMonster,97,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,1500,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
76,沃玛教主,boss,11,TCowKingMonster,92,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,1500,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
77,沃玛教主1,special,0,TCowKingMonster,92,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,3000,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
78,沃玛教主9,version_difference,0,UNRESOLVED,,,,,,,1500,UNRESOLVED_ACTOR_AND_DELIVERY,,PENDING_ACTOR_PROOF
79,僵尸1,ordinary,0,TLightingZombi,94,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,3000,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
81,僵尸2,ordinary,0,TDigOutZombi,95,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,3000,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
83,僵尸3,ordinary,0,TZilKinZombi,96,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,3000,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
85,僵尸4,ordinary,0,TZilKinZombi,96,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,3000,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
87,僵尸5,ordinary,0,TZilKinZombi,96,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,3000,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
89,尸王,elite,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2800,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
90,尸王1,special,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2000,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
91,尸王2,elite,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2800,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
92,红蛇,ordinary,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2500,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
94,虎蛇,ordinary,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2500,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
96,羊,ordinary,2,TMonster/TChickenDeer,52,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,3000,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
97,猎鹰,ordinary,0,TATMonster,53,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2500,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
100,狼,ordinary,9,TATMonster,53,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2500,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
101,盔甲虫,ordinary,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2500,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
103,威思而小虫,ordinary,0,TSpitSpider,82,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2300,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
104,沙虫,ordinary,35,TSpitSpider,82,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2300,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
105,多角虫,ordinary,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2500,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
107,巨型多角虫,ordinary,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2500,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
110,蜈蚣,ordinary,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2000,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
112,黑色恶蛆,ordinary,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,1500,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
114,跳跳蜂,ordinary,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2000,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
116,巨型蠕虫,ordinary,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2000,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
118,钳虫,ordinary,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,1800,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
120,邪恶钳虫,elite,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,1800,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
121,邪恶钳虫1,special,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2500,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
122,邪恶钳虫2,elite,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,1800,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
123,邪恶钳虫9,version_difference,0,UNRESOLVED,,,,,,,1800,UNRESOLVED_ACTOR_AND_DELIVERY,,PENDING_ACTOR_PROOF
124,触龙神,boss,14,TCentipedeKingMonster,107,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon2.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,area_magic,,True,2000,attackDelivery.area_magic,actual_actor:monster_special_delivery_runtime_test,PENDING_ACTOR_PROOF
126,角蝇,special,12,TBeeQueen,103,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon2.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,True,2500,summonRule.fixed_body_summoner,,PENDING_ACTOR_PROOF
127,蝙蝠,ordinary,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2500,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
128,楔蛾,ordinary,7,TGasMothMonster,105,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2500,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
129,红野猪,ordinary,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2000,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
131,红野猪3,elite,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2000,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
132,黑野猪,ordinary,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2000,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
133,黑野猪0,ordinary,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2000,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
134,黑野猪3,elite,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2000,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
135,白野猪,elite,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,1800,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
136,白野猪0,special,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,1800,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
137,白野猪1,special,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,3000,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
138,蝎蛇,ordinary,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2000,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
140,蝎蛇3,elite,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2000,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
141,邪恶毒蛇,elite,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,1800,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
142,邪恶毒蛇1,special,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,3000,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
143,石墓尸王,boss,0,TDigOutZombi,95,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,1500,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
144,蜜蜂,special,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2000,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
145,变异骷髅0,special,0,TArcherMonster,104,dev_art_sources/reference/original_gameofmir/M2Server/ObjAxeMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,1800,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
146,神兽0,special,18,TElfWarriorMonster,114,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2000,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
147,神兽2,special,18,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2000,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
148,大老鼠,ordinary,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2500,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
150,祖玛弓箭手,ordinary,8,TArcherMonster,104,dev_art_sources/reference/original_gameofmir/M2Server/ObjAxeMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,physical_projectile,,,2500,attackDelivery.physical_projectile,actual_actor:monster_physical_projectile_attack_test,PENDING_ACTOR_PROOF
152,祖玛弓箭手3,elite,8,TArcherMonster,104,dev_art_sources/reference/original_gameofmir/M2Server/ObjAxeMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,physical_projectile,,,2000,attackDelivery.physical_projectile,actual_actor:monster_physical_projectile_attack_test,PENDING_ACTOR_PROOF
153,祖玛雕像,ordinary,15,TScultureMonster,101,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2000,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
155,祖玛雕像3,elite,15,TScultureMonster,101,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,1800,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
156,祖玛卫士,ordinary,15,TScultureMonster,101,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2000,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
157,祖玛卫士0,ordinary,15,TScultureMonster,101,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2000,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
158,祖玛卫士3,elite,15,TScultureMonster,101,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,1500,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
159,祖玛卫士00,elite,15,TScultureMonster,101,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,1700,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
160,祖玛教主,boss,17,TScultureKingMonster,102,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,1000,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
161,祖玛教主9,version_difference,17,UNRESOLVED,,,,,,,1000,UNRESOLVED_ACTOR_AND_DELIVERY,,PENDING_ACTOR_PROOF
162,双头血魔,boss,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,1500,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
